tx_id,timestamp,amount,region,wallet_type
C0002072,2025-10-06 12:27:00.882157,843.87,North,merchant
C0002073,2025-10-06 12:33:00.882157,932.4,East,retail
C0002074,2025-10-06 12:40:00.882157,682.85,West,retail
C0002075,2025-10-06 12:46:00.882157,8238.11,South,merchant
C0002076,2025-10-06 12:53:00.882157,915.15,South,merchant
C0002077,2025-10-06 12:59:00.882157,1013.81,South,p2p
C0002078,2025-10-06 13:06:00.882157,883.44,East,retail
C0002079,2025-10-06 13:12:00.882157,2506.4,Central,retail
C0002080,2025-10-06 13:19:00.882157,1996.7,West,retail
C0002081,2025-10-06 13:25:00.882157,1708.0,West,retail
C0002082,2025-10-06 13:32:00.882157,4048.48,East,retail
C0002083,2025-10-06 13:38:00.882157,1375.55,East,retail
C0002084,2025-10-06 13:45:00.882157,1790.65,Central,merchant
C0002085,2025-10-06 13:51:00.882157,1339.58,East,retail
C0002086,2025-10-06 13:58:00.882157,1480.09,North,merchant
C0002087,2025-10-06 14:04:00.882157,1203.01,Central,retail
C0002088,2025-10-06 14:11:00.882157,1516.78,East,retail
C0002089,2025-10-06 14:17:00.882157,1968.67,South,retail
C0002090,2025-10-06 14:24:00.882157,1968.12,South,retail
C0002091,2025-10-06 14:30:00.882157,1221.76,East,retail
C0002092,2025-10-06 14:37:00.882157,1150.31,South,merchant
C0002093,2025-10-06 14:43:00.882157,722.95,West,retail
C0002094,2025-10-06 14:50:00.882157,1245.62,South,retail
C0002095,2025-10-06 14:56:00.882157,1303.28,West,retail
C0002096,2025-10-06 15:03:00.882157,1776.4,South,merchant
C0002097,2025-10-06 15:09:00.882157,2474.26,South,merchant
C0002098,2025-10-06 15:16:00.882157,611.06,South,retail
C0002099,2025-10-06 15:22:00.882157,2482.18,North,merchant
C0002100,2025-10-06 15:29:00.882157,1932.55,North,p2p
C0002101,2025-10-06 15:35:00.882157,1472.44,East,p2p
C0002102,2025-10-06 15:42:00.882157,530.58,East,retail
C0002103,2025-10-06 15:48:00.882157,3010.33,Central,merchant
C0002104,2025-10-06 15:55:00.882157,541.78,South,merchant
C0002105,2025-10-06 16:01:00.882157,1180.96,North,p2p
C0002106,2025-10-06 16:08:00.882157,2893.96,West,retail
C0002107,2025-10-06 16:14:00.882157,3411.5,East,retail
C0002108,2025-10-06 16:21:00.882157,1638.63,North,p2p
C0002109,2025-10-06 16:27:00.882157,3763.92,North,govt
C0002110,2025-10-06 16:34:00.882157,1491.94,South,merchant
C0002111,2025-10-06 16:40:00.882157,4484.64,East,retail
C0002112,2025-10-06 16:47:00.882157,3337.14,West,merchant
C0002113,2025-10-06 16:53:00.882157,5076.73,West,merchant
C0002114,2025-10-06 17:00:00.882157,4440.94,Central,p2p
C0002115,2025-10-06 17:06:00.882157,1287.31,West,retail
C0002116,2025-10-06 17:13:00.882157,3591.94,East,retail
C0002117,2025-10-06 17:19:00.882157,2228.33,South,retail
C0002118,2025-10-06 17:26:00.882157,2380.62,South,retail
C0002119,2025-10-06 17:32:00.882157,2628.81,Central,govt
C0002120,2025-10-06 17:39:00.882157,1783.22,West,retail
C0002121,2025-10-06 17:45:00.882157,2669.43,South,merchant
C0002122,2025-10-06 17:52:00.882157,3087.36,South,govt
C0002123,2025-10-06 17:58:00.882157,2524.38,North,merchant
C0002124,2025-10-06 18:05:00.882157,677.28,West,p2p
C0002125,2025-10-06 18:11:00.882157,782.31,West,retail
C0002126,2025-10-06 18:18:00.882157,654.64,North,retail
C0002127,2025-10-06 18:24:00.882157,3367.04,West,merchant
C0002128,2025-10-06 18:31:00.882157,6495.1,East,merchant
C0002129,2025-10-06 18:37:00.882157,525.08,East,govt
C0002130,2025-10-06 18:44:00.882157,921.19,Central,retail
C0002131,2025-10-06 18:50:00.882157,1607.25,West,merchant
C0002132,2025-10-06 18:57:00.882157,726.5,East,retail
C0002133,2025-10-06 19:03:00.882157,1181.43,Central,govt
C0002134,2025-10-06 19:10:00.882157,2856.8,West,retail
C0002135,2025-10-06 19:16:00.882157,2005.55,South,retail
C0002136,2025-10-06 19:23:00.882157,2499.88,North,merchant
C0002137,2025-10-06 19:29:00.882157,910.13,South,p2p
C0002138,2025-10-06 19:36:00.882157,3817.55,South,merchant
C0002139,2025-10-06 19:42:00.882157,493.13,West,govt
C0002140,2025-10-06 19:49:00.882157,4642.51,North,p2p
C0002141,2025-10-06 19:55:00.882157,1523.29,North,p2p
C0002142,2025-10-06 20:02:00.882157,2652.88,Central,merchant
C0002143,2025-10-06 20:08:00.882157,1058.78,North,retail
C0002144,2025-10-06 20:15:00.882157,2316.4,South,retail
C0002145,2025-10-06 20:21:00.882157,1472.89,North,p2p
C0002146,2025-10-06 20:28:00.882157,1858.27,East,retail
C0002147,2025-10-06 20:34:00.882157,1321.59,East,retail
C0002148,2025-10-06 20:41:00.882157,3543.98,East,retail
C0002149,2025-10-06 20:47:00.882157,742.75,East,retail
C0002150,2025-10-06 20:54:00.882157,599.57,West,p2p
C0002151,2025-10-06 21:00:00.882157,2039.6,East,p2p
C0002152,2025-10-06 21:07:00.882157,593.75,East,retail
C0002153,2025-10-06 21:13:00.882157,565.87,West,retail
C0002154,2025-10-06 21:20:00.882157,2245.25,Central,merchant
C0002155,2025-10-06 21:26:00.882157,920.27,East,merchant
C0002156,2025-10-06 21:33:00.882157,4112.11,North,retail
C0002157,2025-10-06 21:39:00.882157,3151.53,North,retail
C0002158,2025-10-06 21:46:00.882157,3574.87,North,govt
C0002159,2025-10-06 21:52:00.882157,1568.6,Central,retail
C0002160,2025-10-06 21:59:00.882157,3743.82,South,retail
C0002161,2025-10-06 22:05:00.882157,5438.29,South,merchant
C0002162,2025-10-06 22:12:00.882157,1524.51,East,merchant
C0002163,2025-10-06 22:18:00.882157,489.52,Central,merchant
C0002164,2025-10-06 22:25:00.882157,352.03,North,retail
C0002165,2025-10-06 22:31:00.882157,1309.06,West,retail
C0002166,2025-10-06 22:38:00.882157,3970.81,Central,merchant
C0002167,2025-10-06 22:44:00.882157,2789.09,Central,retail
C0002168,2025-10-06 22:51:00.882157,902.52,Central,p2p
C0002169,2025-10-06 22:57:00.882157,2856.26,Central,govt
C0002170,2025-10-06 23:04:00.882157,8245.35,East,retail
C0002171,2025-10-06 23:10:00.882157,4571.81,South,p2p
C0002172,2025-10-06 23:17:00.882157,3008.6,North,retail
C0002173,2025-10-06 23:23:00.882157,1134.89,West,retail
C0002174,2025-10-06 23:30:00.882157,1366.54,North,retail
C0002175,2025-10-06 23:36:00.882157,1386.68,South,retail
C0002176,2025-10-06 23:43:00.882157,1170.03,East,merchant
C0002177,2025-10-06 23:49:00.882157,1684.21,North,retail
C0002178,2025-10-06 23:56:00.882157,426.41,East,merchant
C0002179,2025-10-07 00:02:00.882157,926.21,East,p2p
C0002180,2025-10-07 00:09:00.882157,1681.79,North,retail
C0002181,2025-10-07 00:15:00.882157,1776.89,East,p2p
C0002182,2025-10-07 00:22:00.882157,835.59,South,retail
C0002183,2025-10-07 00:28:00.882157,881.54,South,retail
C0002184,2025-10-07 00:35:00.882157,2831.21,Central,retail
C0002185,2025-10-07 00:41:00.882157,413.87,Central,merchant
C0002186,2025-10-07 00:48:00.882157,1835.24,North,p2p
C0002187,2025-10-07 00:54:00.882157,7275.3,North,merchant
C0002188,2025-10-07 01:01:00.882157,1086.96,West,retail
C0002189,2025-10-07 01:07:00.882157,6258.46,South,retail
C0002190,2025-10-07 01:14:00.882157,1428.69,South,p2p
C0002191,2025-10-07 01:20:00.882157,1471.09,East,retail
C0002192,2025-10-07 01:27:00.882157,3239.82,South,retail
C0002193,2025-10-07 01:33:00.882157,1043.6,South,retail
C0002194,2025-10-07 01:40:00.882157,4082.41,South,merchant
C0002195,2025-10-07 01:46:00.882157,2486.05,North,retail
C0002196,2025-10-07 01:53:00.882157,1100.47,Central,merchant
C0002197,2025-10-07 01:59:00.882157,3310.59,South,retail
C0002198,2025-10-07 02:06:00.882157,726.44,Central,merchant
C0002199,2025-10-07 02:12:00.882157,1091.62,North,merchant
C0002200,2025-10-07 02:19:00.882157,1233.59,South,retail
C0002201,2025-10-07 02:25:00.882157,7485.44,East,retail
C0002202,2025-10-07 02:32:00.882157,8587.07,East,govt
C0002203,2025-10-07 02:38:00.882157,3343.24,East,govt
C0002204,2025-10-07 02:45:00.882157,1600.78,Central,merchant
C0002205,2025-10-07 02:51:00.882157,2980.49,East,merchant
C0002206,2025-10-07 02:58:00.882157,1229.93,East,retail
C0002207,2025-10-07 03:04:00.882157,2551.69,East,merchant
C0002208,2025-10-07 03:11:00.882157,2038.36,North,merchant
C0002209,2025-10-07 03:17:00.882157,1699.16,South,retail
C0002210,2025-10-07 03:24:00.882157,5058.46,West,p2p
C0002211,2025-10-07 03:30:00.882157,827.19,South,govt
C0002212,2025-10-07 03:37:00.882157,2379.6,South,merchant
C0002213,2025-10-07 03:43:00.882157,3495.73,East,govt
C0002214,2025-10-07 03:50:00.882157,3103.13,East,govt
C0002215,2025-10-07 03:56:00.882157,1931.37,West,merchant
C0002216,2025-10-07 04:03:00.882157,912.09,South,retail
C0002217,2025-10-07 04:09:00.882157,2804.06,South,p2p
C0002218,2025-10-07 04:16:00.882157,815.09,North,retail
C0002219,2025-10-07 04:22:00.882157,1392.21,Central,retail
C0002220,2025-10-07 04:29:00.882157,2694.24,West,merchant
C0002221,2025-10-07 04:35:00.882157,1059.45,South,retail
C0002222,2025-10-07 04:42:00.882157,459.2,West,retail
C0002223,2025-10-07 04:48:00.882157,5996.14,Central,merchant
C0002224,2025-10-07 04:55:00.882157,1726.37,South,merchant
C0002225,2025-10-07 05:01:00.882157,2603.44,East,retail
C0002226,2025-10-07 05:08:00.882157,2732.06,East,retail
C0002227,2025-10-07 05:14:00.882157,1254.16,East,retail
C0002228,2025-10-07 05:21:00.882157,1300.42,West,retail
C0002229,2025-10-07 05:27:00.882157,5170.71,South,retail
C0002230,2025-10-07 05:34:00.882157,4418.05,South,merchant
C0002231,2025-10-07 05:40:00.882157,1076.15,West,retail
C0002232,2025-10-07 05:47:00.882157,3543.63,East,govt
C0002233,2025-10-07 05:53:00.882157,790.0,South,merchant
C0002234,2025-10-07 06:00:00.882157,1930.3,South,merchant
C0002235,2025-10-07 06:06:00.882157,1650.59,East,retail
C0002236,2025-10-07 06:13:00.882157,1609.71,West,merchant
C0002237,2025-10-07 06:19:00.882157,2032.73,South,merchant
C0002238,2025-10-07 06:26:00.882157,4418.84,South,govt
C0002239,2025-10-07 06:32:00.882157,606.89,South,merchant
C0002240,2025-10-07 06:39:00.882157,1895.86,West,merchant
C0002241,2025-10-07 06:45:00.882157,1268.63,South,merchant
C0002242,2025-10-07 06:52:00.882157,2185.36,Central,retail
C0002243,2025-10-07 06:58:00.882157,3065.79,East,retail
C0002244,2025-10-07 07:05:00.882157,2783.54,West,p2p
C0002245,2025-10-07 07:11:00.882157,62.7,Central,merchant
C0002246,2025-10-07 07:18:00.882157,3349.11,South,retail
C0002247,2025-10-07 07:24:00.882157,2517.07,West,merchant
C0002248,2025-10-07 07:31:00.882157,3445.25,South,merchant
C0002249,2025-10-07 07:37:00.882157,3824.65,Central,retail
C0002250,2025-10-07 07:44:00.882157,5618.34,East,retail
C0002251,2025-10-07 07:50:00.882157,1455.06,North,retail
C0002252,2025-10-07 07:57:00.882157,5259.87,North,merchant
C0002253,2025-10-07 08:03:00.882157,2388.12,South,retail
C0002254,2025-10-07 08:10:00.882157,1490.29,West,govt
C0002255,2025-10-07 08:16:00.882157,1673.26,North,retail
C0002256,2025-10-07 08:23:00.882157,472.22,North,govt
C0002257,2025-10-07 08:29:00.882157,2269.29,West,retail
C0002258,2025-10-07 08:36:00.882157,592.85,Central,merchant
C0002259,2025-10-07 08:42:00.882157,1919.43,North,retail
C0002260,2025-10-07 08:49:00.882157,2101.54,North,merchant
C0002261,2025-10-07 08:55:00.882157,442.05,West,retail
C0002262,2025-10-07 09:02:00.882157,731.7,South,retail
C0002263,2025-10-07 09:08:00.882157,4654.45,West,merchant
C0002264,2025-10-07 09:15:00.882157,1471.39,East,govt
C0002265,2025-10-07 09:21:00.882157,744.7,West,govt
C0002266,2025-10-07 09:28:00.882157,1495.98,North,retail
C0002267,2025-10-07 09:34:00.882157,2982.12,West,govt
C0002268,2025-10-07 09:41:00.882157,2638.41,South,merchant
C0002269,2025-10-07 09:47:00.882157,188.11,West,retail
C0002270,2025-10-07 09:54:00.882157,753.96,West,govt
C0002271,2025-10-07 10:00:00.882157,1501.0,West,p2p
C0002272,2025-10-07 10:07:00.882157,599.16,East,govt
C0002273,2025-10-07 10:13:00.882157,2594.35,East,p2p
C0002274,2025-10-07 10:20:00.882157,2455.36,East,govt
C0002275,2025-10-07 10:26:00.882157,568.37,Central,retail
C0002276,2025-10-07 10:33:00.882157,653.07,North,p2p
C0002277,2025-10-07 10:39:00.882157,2600.02,East,retail
C0002278,2025-10-07 10:46:00.882157,3808.26,East,retail
C0002279,2025-10-07 10:52:00.882157,2140.23,East,retail
C0002280,2025-10-07 10:59:00.882157,4590.47,North,retail
C0002281,2025-10-07 11:05:00.882157,218.76,Central,govt
C0002282,2025-10-07 11:12:00.882157,2208.84,East,retail
C0002283,2025-10-07 11:18:00.882157,2381.41,North,retail
C0002284,2025-10-07 11:25:00.882157,2194.57,South,retail
C0002285,2025-10-07 11:31:00.882157,2534.23,North,retail
C0002286,2025-10-07 11:38:00.882157,2425.72,North,merchant
C0002287,2025-10-07 11:44:00.882157,662.94,South,retail
C0002288,2025-10-07 11:51:00.882157,3944.2,Central,govt
C0002289,2025-10-07 11:57:00.882157,780.18,Central,retail
C0002290,2025-10-07 12:04:00.882157,1356.62,East,merchant
C0002291,2025-10-07 12:10:00.882157,2839.51,South,retail
C0002292,2025-10-07 12:17:00.882157,3304.69,South,merchant
C0002293,2025-10-07 12:23:00.882157,4638.25,West,merchant
C0002294,2025-10-07 12:30:00.882157,1148.86,East,retail
C0002295,2025-10-07 12:36:00.882157,2880.33,West,merchant
C0002296,2025-10-07 12:43:00.882157,1779.12,South,merchant
C0002297,2025-10-07 12:49:00.882157,2309.7,North,merchant
C0002298,2025-10-07 12:56:00.882157,4334.37,South,retail
C0002299,2025-10-07 13:02:00.882157,3960.97,Central,retail
C0002300,2025-10-07 13:09:00.882157,2170.98,West,retail
C0002301,2025-10-07 13:15:00.882157,1504.22,North,govt
C0002302,2025-10-07 13:22:00.882157,353.71,South,merchant
C0002303,2025-10-07 13:28:00.882157,1127.53,South,retail
C0002304,2025-10-07 13:35:00.882157,1331.07,East,retail
C0002305,2025-10-07 13:41:00.882157,1179.39,North,retail
C0002306,2025-10-07 13:48:00.882157,2730.94,Central,govt
C0002307,2025-10-07 13:54:00.882157,1115.32,South,retail
C0002308,2025-10-07 14:01:00.882157,4387.52,East,merchant
C0002309,2025-10-07 14:07:00.882157,514.8,Central,retail
C0002310,2025-10-07 14:14:00.882157,964.84,East,merchant
C0002311,2025-10-07 14:20:00.882157,2363.53,East,retail
C0002312,2025-10-07 14:27:00.882157,163.28,Central,retail
C0002313,2025-10-07 14:33:00.882157,2889.21,West,merchant
C0002314,2025-10-07 14:40:00.882157,2967.96,East,retail
C0002315,2025-10-07 14:46:00.882157,3799.7,East,retail
C0002316,2025-10-07 14:53:00.882157,7838.76,East,retail
C0002317,2025-10-07 14:59:00.882157,3903.65,North,retail
C0002318,2025-10-07 15:06:00.882157,1582.73,East,merchant
C0002319,2025-10-07 15:12:00.882157,1414.07,West,p2p
C0002320,2025-10-07 15:19:00.882157,2229.88,North,retail
C0002321,2025-10-07 15:25:00.882157,803.12,South,merchant
C0002322,2025-10-07 15:32:00.882157,394.34,South,retail
C0002323,2025-10-07 15:38:00.882157,4857.56,South,merchant
C0002324,2025-10-07 15:45:00.882157,4054.62,East,merchant
C0002325,2025-10-07 15:51:00.882157,2145.48,North,retail
C0002326,2025-10-07 15:58:00.882157,2054.26,East,p2p
C0002327,2025-10-07 16:04:00.882157,901.27,South,merchant
C0002328,2025-10-07 16:11:00.882157,3460.48,East,merchant
C0002329,2025-10-07 16:17:00.882157,6121.99,East,retail
C0002330,2025-10-07 16:24:00.882157,811.96,North,merchant
C0002331,2025-10-07 16:30:00.882157,1289.23,South,merchant
C0002332,2025-10-07 16:37:00.882157,2313.14,South,retail
C0002333,2025-10-07 16:43:00.882157,4386.22,East,retail
C0002334,2025-10-07 16:50:00.882157,1027.42,West,retail
C0002335,2025-10-07 16:56:00.882157,4193.28,West,p2p
C0002336,2025-10-07 17:03:00.882157,2992.06,Central,retail
C0002337,2025-10-07 17:09:00.882157,2910.36,East,merchant
C0002338,2025-10-07 17:16:00.882157,1530.15,North,govt
C0002339,2025-10-07 17:22:00.882157,6277.3,East,merchant
C0002340,2025-10-07 17:29:00.882157,1429.5,North,retail
C0002341,2025-10-07 17:35:00.882157,1156.09,West,retail
C0002342,2025-10-07 17:42:00.882157,916.21,West,merchant
C0002343,2025-10-07 17:48:00.882157,1463.41,West,merchant
C0002344,2025-10-07 17:55:00.882157,646.13,West,merchant
C0002345,2025-10-07 18:01:00.882157,1905.73,North,retail
C0002346,2025-10-07 18:08:00.882157,3166.04,East,retail
C0002347,2025-10-07 18:14:00.882157,3206.47,East,retail
C0002348,2025-10-07 18:21:00.882157,2141.46,Central,retail
C0002349,2025-10-07 18:27:00.882157,5056.11,North,retail
C0002350,2025-10-07 18:34:00.882157,2508.95,Central,merchant
C0002351,2025-10-07 18:40:00.882157,2431.47,South,retail
C0002352,2025-10-07 18:47:00.882157,1189.81,West,retail
C0002353,2025-10-07 18:53:00.882157,2303.66,North,merchant
C0002354,2025-10-07 19:00:00.882157,540.94,South,retail
C0002355,2025-10-07 19:06:00.882157,2795.18,Central,merchant
C0002356,2025-10-07 19:13:00.882157,1019.54,South,p2p
C0002357,2025-10-07 19:19:00.882157,3426.17,North,merchant
C0002358,2025-10-07 19:26:00.882157,1391.93,West,retail
C0002359,2025-10-07 19:32:00.882157,1874.69,East,retail
C0002360,2025-10-07 19:39:00.882157,1153.29,Central,retail
C0002361,2025-10-07 19:45:00.882157,5450.61,West,retail
C0002362,2025-10-07 19:52:00.882157,987.67,North,merchant
C0002363,2025-10-07 19:58:00.882157,1386.17,East,merchant
C0002364,2025-10-07 20:05:00.882157,3188.36,West,retail
C0002365,2025-10-07 20:11:00.882157,780.31,Central,retail
C0002366,2025-10-07 20:18:00.882157,914.96,South,merchant
C0002367,2025-10-07 20:24:00.882157,1910.51,South,merchant
C0002368,2025-10-07 20:31:00.882157,2626.14,South,merchant
C0002369,2025-10-07 20:37:00.882157,430.28,West,merchant
C0002370,2025-10-07 20:44:00.882157,1006.56,South,retail
C0002371,2025-10-07 20:50:00.882157,5951.41,South,retail
C0002372,2025-10-07 20:57:00.882157,331.23,North,retail
C0002373,2025-10-07 21:03:00.882157,1085.32,South,retail
C0002374,2025-10-07 21:10:00.882157,985.69,North,retail
C0002375,2025-10-07 21:16:00.882157,1781.04,South,merchant
C0002376,2025-10-07 21:23:00.882157,1819.6,East,retail
C0002377,2025-10-07 21:29:00.882157,735.56,Central,retail
C0002378,2025-10-07 21:36:00.882157,2435.13,East,merchant
C0002379,2025-10-07 21:42:00.882157,431.94,North,p2p
C0002380,2025-10-07 21:49:00.882157,1290.58,West,merchant
C0002381,2025-10-07 21:55:00.882157,1032.72,West,retail
C0002382,2025-10-07 22:02:00.882157,228.52,North,merchant
C0002383,2025-10-07 22:08:00.882157,2898.11,West,merchant
C0002384,2025-10-07 22:15:00.882157,3122.37,Central,retail
C0002385,2025-10-07 22:21:00.882157,2224.72,South,retail
C0002386,2025-10-07 22:28:00.882157,427.59,South,retail
C0002387,2025-10-07 22:34:00.882157,1123.87,Central,govt
C0002388,2025-10-07 22:41:00.882157,1323.05,West,merchant
C0002389,2025-10-07 22:47:00.882157,1198.44,North,retail
C0002390,2025-10-07 22:54:00.882157,989.43,Central,retail
C0002391,2025-10-07 23:00:00.882157,1983.27,East,retail
C0002392,2025-10-07 23:07:00.882157,2596.7,South,retail
C0002393,2025-10-07 23:13:00.882157,4243.14,North,retail
C0002394,2025-10-07 23:20:00.882157,2683.13,East,merchant
C0002395,2025-10-07 23:26:00.882157,1695.15,East,retail
C0002396,2025-10-07 23:33:00.882157,2080.64,Central,retail
C0002397,2025-10-07 23:39:00.882157,1966.75,North,retail
C0002398,2025-10-07 23:46:00.882157,1505.33,East,retail
C0002399,2025-10-07 23:52:00.882157,3387.14,North,merchant
C0002400,2025-10-07 23:59:00.882157,495.65,Central,retail
C0002401,2025-10-08 00:05:00.882157,5180.96,South,retail
C0002402,2025-10-08 00:12:00.882157,1063.44,South,retail
C0002403,2025-10-08 00:18:00.882157,1083.47,South,p2p
C0002404,2025-10-08 00:25:00.882157,5284.3,North,merchant
C0002405,2025-10-08 00:31:00.882157,1341.75,West,merchant
C0002406,2025-10-08 00:38:00.882157,846.24,East,govt
C0002407,2025-10-08 00:44:00.882157,1459.32,South,retail
C0002408,2025-10-08 00:51:00.882157,3393.03,West,merchant
C0002409,2025-10-08 00:57:00.882157,3944.33,North,merchant
C0002410,2025-10-08 01:04:00.882157,2405.7,Central,retail
C0002411,2025-10-08 01:10:00.882157,2204.65,East,retail
C0002412,2025-10-08 01:17:00.882157,576.12,North,merchant
C0002413,2025-10-08 01:23:00.882157,448.56,South,govt
C0002414,2025-10-08 01:30:00.882157,750.03,North,retail
C0002415,2025-10-08 01:36:00.882157,301.95,West,retail
C0002416,2025-10-08 01:43:00.882157,2337.79,West,retail
C0002417,2025-10-08 01:49:00.882157,814.31,West,p2p
C0002418,2025-10-08 01:56:00.882157,540.01,East,retail
C0002419,2025-10-08 02:02:00.882157,504.07,Central,retail
C0002420,2025-10-08 02:09:00.882157,1460.68,West,retail
C0002421,2025-10-08 02:15:00.882157,1663.24,West,merchant
C0002422,2025-10-08 02:22:00.882157,3380.85,South,merchant
C0002423,2025-10-08 02:28:00.882157,3816.34,South,retail
C0002424,2025-10-08 02:35:00.882157,1612.75,East,merchant
C0002425,2025-10-08 02:41:00.882157,1959.9,North,retail
C0002426,2025-10-08 02:48:00.882157,1242.83,West,retail
C0002427,2025-10-08 02:54:00.882157,3517.67,East,merchant
C0002428,2025-10-08 03:01:00.882157,3236.01,West,merchant
C0002429,2025-10-08 03:07:00.882157,1405.71,West,merchant
C0002430,2025-10-08 03:14:00.882157,4908.64,East,govt
C0002431,2025-10-08 03:20:00.882157,3761.48,North,retail
C0002432,2025-10-08 03:27:00.882157,4528.69,East,retail
C0002433,2025-10-08 03:33:00.882157,1610.23,East,govt
C0002434,2025-10-08 03:40:00.882157,1893.89,North,retail
C0002435,2025-10-08 03:46:00.882157,1675.68,West,retail
C0002436,2025-10-08 03:53:00.882157,1394.82,Central,retail
C0002437,2025-10-08 03:59:00.882157,847.74,West,retail
C0002438,2025-10-08 04:06:00.882157,1819.55,Central,merchant
C0002439,2025-10-08 04:12:00.882157,861.68,West,p2p
C0002440,2025-10-08 04:19:00.882157,2798.63,South,merchant
C0002441,2025-10-08 04:25:00.882157,1206.34,East,retail
C0002442,2025-10-08 04:32:00.882157,369.31,Central,retail
C0002443,2025-10-08 04:38:00.882157,2051.16,Central,retail
C0002444,2025-10-08 04:45:00.882157,2996.84,South,p2p
C0002445,2025-10-08 04:51:00.882157,2767.04,West,retail
C0002446,2025-10-08 04:58:00.882157,1399.32,South,merchant
C0002447,2025-10-08 05:04:00.882157,1403.92,Central,govt
C0002448,2025-10-08 05:11:00.882157,7243.1,South,merchant
C0002449,2025-10-08 05:17:00.882157,689.64,South,merchant
C0002450,2025-10-08 05:24:00.882157,3647.3,Central,merchant
C0002451,2025-10-08 05:30:00.882157,3643.8,West,merchant
C0002452,2025-10-08 05:37:00.882157,1254.84,North,p2p
C0002453,2025-10-08 05:43:00.882157,4495.09,South,retail
C0002454,2025-10-08 05:50:00.882157,2431.32,East,retail
C0002455,2025-10-08 05:56:00.882157,1939.21,West,retail
C0002456,2025-10-08 06:03:00.882157,1549.02,East,merchant
C0002457,2025-10-08 06:09:00.882157,1694.16,North,retail
C0002458,2025-10-08 06:16:00.882157,3620.21,South,merchant
C0002459,2025-10-08 06:22:00.882157,2988.27,Central,merchant
C0002460,2025-10-08 06:29:00.882157,685.38,South,govt
C0002461,2025-10-08 06:35:00.882157,4107.84,Central,merchant
C0002462,2025-10-08 06:42:00.882157,1680.48,West,merchant
C0002463,2025-10-08 06:48:00.882157,682.81,North,retail
C0002464,2025-10-08 06:55:00.882157,1584.35,Central,merchant
C0002465,2025-10-08 07:01:00.882157,1298.83,West,retail
C0002466,2025-10-08 07:08:00.882157,201.88,East,retail
C0002467,2025-10-08 07:14:00.882157,1145.31,South,retail
C0002468,2025-10-08 07:21:00.882157,5875.1,West,retail
C0002469,2025-10-08 07:27:00.882157,2270.66,West,p2p
C0002470,2025-10-08 07:34:00.882157,2819.48,South,merchant
C0002471,2025-10-08 07:40:00.882157,3217.48,North,p2p
C0002472,2025-10-08 07:47:00.882157,3762.39,West,retail
C0002473,2025-10-08 07:53:00.882157,1630.36,West,retail
C0002474,2025-10-08 08:00:00.882157,1971.5,North,retail
C0002475,2025-10-08 08:06:00.882157,1353.28,South,p2p
C0002476,2025-10-08 08:13:00.882157,3443.68,Central,retail
C0002477,2025-10-08 08:19:00.882157,1418.85,West,govt
C0002478,2025-10-08 08:26:00.882157,1186.59,South,merchant
C0002479,2025-10-08 08:32:00.882157,608.6,West,retail
C0002480,2025-10-08 08:39:00.882157,4009.48,East,retail
C0002481,2025-10-08 08:45:00.882157,1365.92,West,govt
C0002482,2025-10-08 08:52:00.882157,2603.66,Central,p2p
C0002483,2025-10-08 08:58:00.882157,4237.02,East,retail
C0002484,2025-10-08 09:05:00.882157,2873.7,South,retail
C0002485,2025-10-08 09:11:00.882157,4608.06,Central,govt
C0002486,2025-10-08 09:18:00.882157,4333.37,South,retail
C0002487,2025-10-08 09:24:00.882157,1316.89,South,merchant
C0002488,2025-10-08 09:31:00.882157,2485.02,East,retail
C0002489,2025-10-08 09:37:00.882157,7735.83,West,p2p
C0002490,2025-10-08 09:44:00.882157,1718.67,South,retail
C0002491,2025-10-08 09:50:00.882157,3053.22,South,retail
C0002492,2025-10-08 09:57:00.882157,2293.62,East,retail
C0002493,2025-10-08 10:03:00.882157,1518.12,South,merchant
C0002494,2025-10-08 10:10:00.882157,2074.98,South,merchant
C0002495,2025-10-08 10:16:00.882157,2655.58,Central,merchant
C0002496,2025-10-08 10:23:00.882157,1668.67,South,govt
C0002497,2025-10-08 10:29:00.882157,997.91,East,govt
C0002498,2025-10-08 10:36:00.882157,1023.04,West,p2p
C0002499,2025-10-08 10:42:00.882157,209.56,North,retail
C0002500,2025-10-08 10:49:00.882157,2091.94,North,retail
C0002501,2025-10-08 10:55:00.882157,1006.79,South,retail
C0002502,2025-10-08 11:02:00.882157,667.59,South,govt
C0002503,2025-10-08 11:08:00.882157,1170.44,West,merchant
C0002504,2025-10-08 11:15:00.882157,875.8,South,merchant
C0002505,2025-10-08 11:21:00.882157,3159.88,South,retail
C0002506,2025-10-08 11:28:00.882157,815.57,Central,retail
C0002507,2025-10-08 11:34:00.882157,700.63,East,retail
C0002508,2025-10-08 11:41:00.882157,2745.66,North,merchant
C0002509,2025-10-08 11:47:00.882157,1612.58,West,p2p
C0002510,2025-10-08 11:54:00.882157,449.51,South,merchant
C0002511,2025-10-08 12:00:00.882157,2547.16,East,merchant
C0002512,2025-10-08 12:07:00.882157,736.0,South,govt
C0002513,2025-10-08 12:13:00.882157,6626.75,South,retail
C0002514,2025-10-08 12:20:00.882157,2688.29,West,govt
C0002515,2025-10-08 12:26:00.882157,1692.51,Central,retail
C0002516,2025-10-08 12:33:00.882157,1459.66,Central,merchant
C0002517,2025-10-08 12:39:00.882157,1516.17,North,retail
