review_id,date,product,department,rating,review_text,sentiment
R0000948,2025-09-20 03:59:00.882157,Insurance,Loans,4,good service,positive
R0000949,2025-10-30 03:59:00.882157,Credit Card,Loans,3,average experience,neutral
R0000950,2025-07-30 03:59:00.882157,Insurance,Branch,4,helpful staff,positive
R0000951,2025-05-16 03:59:00.882157,NetBanking,Cards,3,average experience,neutral
R0000952,2025-11-09 03:59:00.882157,Savings,App,4,easy to use,positive
R0000953,2025-06-22 03:59:00.882157,Savings,App,5,problem solved quickly,positive
R0000954,2025-07-29 03:59:00.882157,NetBanking,Loans,1,long wait times,negative
R0000955,2025-06-09 03:59:00.882157,Savings,Cards,3,works fine,neutral
R0000956,2025-10-04 03:59:00.882157,NetBanking,App,2,slow response,negative
R0000957,2025-07-11 03:59:00.882157,NetBanking,Contact Center,4,nice experience,positive
R0000958,2025-06-07 03:59:00.882157,NetBanking,App,2,fees too high,negative
R0000959,2025-05-20 03:59:00.882157,Mortgage,Cards,3,works fine,neutral
R0000960,2025-07-23 03:59:00.882157,Mortgage,Loans,3,okay service,neutral
R0000961,2025-08-26 03:59:00.882157,Mobile App,Contact Center,4,quick approval,positive
R0000962,2025-09-09 03:59:00.882157,Savings,App,2,confusing process,negative
R0000963,2025-09-18 03:59:00.882157,Insurance,Branch,1,long wait times,negative
R0000964,2025-08-07 03:59:00.882157,Savings,Branch,1,terrible service,negative
R0000965,2025-09-05 03:59:00.882157,Credit Card,Loans,1,hidden fees,negative
R0000966,2025-07-31 03:59:00.882157,Mortgage,Contact Center,1,long wait times,negative
R0000967,2025-10-07 03:59:00.882157,Savings,Branch,1,app keeps crashing,negative
R0000968,2025-06-08 03:59:00.882157,Mobile App,Branch,4,quick approval,positive
R0000969,2025-10-01 03:59:00.882157,Savings,App,1,long wait times,negative
R0000970,2025-07-17 03:59:00.882157,Mobile App,Cards,3,could be better,neutral
R0000971,2025-09-24 03:59:00.882157,Mortgage,App,3,average experience,neutral
R0000972,2025-10-27 03:59:00.882157,Mortgage,App,4,easy to use,positive
R0000973,2025-07-25 03:59:00.882157,Mobile App,Loans,1,issue unresolved,negative
R0000974,2025-08-02 03:59:00.882157,NetBanking,App,4,quick approval,positive
R0000975,2025-06-04 03:59:00.882157,Credit Card,Contact Center,4,quick approval,positive
R0000976,2025-07-22 03:59:00.882157,NetBanking,Contact Center,5,excellent service,positive
R0000977,2025-11-01 03:59:00.882157,NetBanking,Cards,3,okay service,neutral
R0000978,2025-05-17 03:59:00.882157,Mortgage,Branch,2,poor support,negative
R0000979,2025-09-11 03:59:00.882157,Mobile App,Branch,4,nice experience,positive
R0000980,2025-09-05 03:59:00.882157,Mortgage,Cards,4,nice experience,positive
R0000981,2025-10-09 03:59:00.882157,Savings,Cards,4,good service,positive
R0000982,2025-10-05 03:59:00.882157,Insurance,App,1,issue unresolved,negative
R0000983,2025-07-13 03:59:00.882157,Credit Card,Loans,2,confusing process,negative
R0000984,2025-07-24 03:59:00.882157,Insurance,Branch,1,hidden fees,negative
R0000985,2025-07-09 03:59:00.882157,Credit Card,Branch,1,issue unresolved,negative
R0000986,2025-09-30 03:59:00.882157,Savings,Cards,2,fees too high,negative
R0000987,2025-09-23 03:59:00.882157,Mobile App,Cards,5,super fast,positive
R0000988,2025-08-01 03:59:00.882157,NetBanking,Branch,3,okay service,neutral
R0000989,2025-06-07 03:59:00.882157,Mobile App,Branch,3,neutral,neutral
R0000990,2025-10-23 03:59:00.882157,Mobile App,App,3,could be better,neutral
R0000991,2025-10-28 03:59:00.882157,Savings,Branch,1,app keeps crashing,negative
R0000992,2025-07-03 03:59:00.882157,NetBanking,Cards,1,terrible service,negative
R0000993,2025-10-16 03:59:00.882157,Insurance,Contact Center,1,issue unresolved,negative
R0000994,2025-06-01 03:59:00.882157,Mortgage,Contact Center,5,transparent charges,positive
R0000995,2025-06-03 03:59:00.882157,NetBanking,Contact Center,1,hidden fees,negative
R0000996,2025-07-31 03:59:00.882157,NetBanking,App,2,confusing process,negative
R0000997,2025-09-25 03:59:00.882157,Mobile App,Contact Center,1,hidden fees,negative
R0000998,2025-06-16 03:59:00.882157,Mortgage,Loans,1,long wait times,negative
R0000999,2025-10-01 03:59:00.882157,Insurance,Loans,4,good service,positive
R0001000,2025-09-20 03:59:00.882157,Mortgage,App,2,fees too high,negative
R0001001,2025-06-16 03:59:00.882157,Mortgage,Contact Center,4,easy to use,positive
R0001002,2025-10-18 03:59:00.882157,NetBanking,Cards,4,quick approval,positive
R0001003,2025-08-23 03:59:00.882157,Mortgage,App,1,long wait times,negative
R0001004,2025-08-22 03:59:00.882157,Savings,Branch,5,super fast,positive
R0001005,2025-07-15 03:59:00.882157,Insurance,App,2,fees too high,negative
R0001006,2025-09-12 03:59:00.882157,Mortgage,Loans,1,terrible service,negative
R0001007,2025-07-28 03:59:00.882157,Mobile App,Cards,3,okay service,neutral
R0001008,2025-10-16 03:59:00.882157,Mobile App,Contact Center,3,average experience,neutral
R0001009,2025-07-03 03:59:00.882157,NetBanking,Loans,5,love the app,positive
R0001010,2025-09-13 03:59:00.882157,Insurance,Contact Center,2,fees too high,negative
R0001011,2025-08-09 03:59:00.882157,NetBanking,Contact Center,2,poor support,negative
R0001012,2025-10-24 03:59:00.882157,Savings,App,4,quick approval,positive
R0001013,2025-06-20 03:59:00.882157,Mortgage,App,3,neutral,neutral
R0001014,2025-09-12 03:59:00.882157,Savings,Loans,3,okay service,neutral
R0001015,2025-06-03 03:59:00.882157,Insurance,Contact Center,3,works fine,neutral
R0001016,2025-05-17 03:59:00.882157,Credit Card,App,2,poor support,negative
R0001017,2025-10-26 03:59:00.882157,Mobile App,Loans,1,long wait times,negative
R0001018,2025-09-04 03:59:00.882157,Mortgage,Contact Center,3,could be better,neutral
R0001019,2025-08-06 03:59:00.882157,Mortgage,Branch,3,could be better,neutral
R0001020,2025-10-04 03:59:00.882157,Insurance,Branch,5,love the app,positive
R0001021,2025-09-02 03:59:00.882157,Insurance,Loans,4,nice experience,positive
R0001022,2025-10-29 03:59:00.882157,NetBanking,Branch,5,problem solved quickly,positive
R0001023,2025-06-21 03:59:00.882157,NetBanking,Cards,1,hidden fees,negative
R0001024,2025-06-13 03:59:00.882157,NetBanking,Loans,5,excellent service,positive
R0001025,2025-09-23 03:59:00.882157,Savings,Loans,5,super fast,positive
R0001026,2025-10-17 03:59:00.882157,NetBanking,Contact Center,3,works fine,neutral
R0001027,2025-06-20 03:59:00.882157,Mobile App,Cards,3,could be better,neutral
R0001028,2025-10-17 03:59:00.882157,Savings,Loans,4,good service,positive
R0001029,2025-05-24 03:59:00.882157,Insurance,App,4,nice experience,positive
R0001030,2025-09-30 03:59:00.882157,Mobile App,Loans,5,super fast,positive
R0001031,2025-09-16 03:59:00.882157,Insurance,Cards,2,fees too high,negative
R0001032,2025-07-29 03:59:00.882157,NetBanking,Loans,2,fees too high,negative
R0001033,2025-11-09 03:59:00.882157,Savings,Branch,4,quick approval,positive
R0001034,2025-09-04 03:59:00.882157,NetBanking,Cards,1,hidden fees,negative
R0001035,2025-06-17 03:59:00.882157,Savings,App,4,nice experience,positive
R0001036,2025-08-02 03:59:00.882157,Savings,Cards,5,excellent service,positive
R0001037,2025-05-28 03:59:00.882157,Credit Card,Loans,2,confusing process,negative
R0001038,2025-07-02 03:59:00.882157,Savings,App,5,transparent charges,positive
R0001039,2025-06-12 03:59:00.882157,Mortgage,App,1,hidden fees,negative
R0001040,2025-06-28 03:59:00.882157,Savings,App,3,works fine,neutral
R0001041,2025-06-23 03:59:00.882157,NetBanking,Branch,4,helpful staff,positive
R0001042,2025-11-01 03:59:00.882157,Insurance,Cards,3,average experience,neutral
R0001043,2025-06-19 03:59:00.882157,NetBanking,Loans,2,bugs in app,negative
R0001044,2025-07-25 03:59:00.882157,Savings,Branch,1,hidden fees,negative
R0001045,2025-07-15 03:59:00.882157,Insurance,App,5,problem solved quickly,positive
R0001046,2025-07-01 03:59:00.882157,Insurance,Loans,4,nice experience,positive
R0001047,2025-11-09 03:59:00.882157,NetBanking,Contact Center,2,slow response,negative
R0001048,2025-08-30 03:59:00.882157,Mobile App,Loans,1,app keeps crashing,negative
R0001049,2025-06-16 03:59:00.882157,Credit Card,Contact Center,5,transparent charges,positive
R0001050,2025-10-02 03:59:00.882157,Insurance,Contact Center,5,love the app,positive
R0001051,2025-09-13 03:59:00.882157,Insurance,App,2,fees too high,negative
R0001052,2025-06-03 03:59:00.882157,Mortgage,Contact Center,5,transparent charges,positive
R0001053,2025-07-21 03:59:00.882157,Savings,Branch,3,could be better,neutral
R0001054,2025-08-26 03:59:00.882157,Credit Card,App,3,average experience,neutral
R0001055,2025-08-03 03:59:00.882157,Credit Card,Contact Center,1,app keeps crashing,negative
R0001056,2025-08-12 03:59:00.882157,NetBanking,Cards,3,okay service,neutral
R0001057,2025-08-26 03:59:00.882157,Mobile App,Branch,2,poor support,negative
R0001058,2025-08-17 03:59:00.882157,Insurance,Cards,1,long wait times,negative
R0001059,2025-05-17 03:59:00.882157,Insurance,Loans,4,quick approval,positive
R0001060,2025-08-23 03:59:00.882157,Mortgage,Branch,5,love the app,positive
R0001061,2025-06-01 03:59:00.882157,Credit Card,Cards,3,average experience,neutral
R0001062,2025-06-02 03:59:00.882157,Savings,Cards,4,quick approval,positive
R0001063,2025-07-19 03:59:00.882157,Mobile App,App,5,excellent service,positive
R0001064,2025-08-30 03:59:00.882157,Mobile App,Loans,2,poor support,negative
R0001065,2025-07-28 03:59:00.882157,Mobile App,Branch,4,good service,positive
R0001066,2025-06-23 03:59:00.882157,Mobile App,Branch,1,app keeps crashing,negative
R0001067,2025-08-15 03:59:00.882157,NetBanking,Branch,2,slow response,negative
R0001068,2025-10-22 03:59:00.882157,Credit Card,Contact Center,3,could be better,neutral
R0001069,2025-05-27 03:59:00.882157,Insurance,Branch,4,quick approval,positive
R0001070,2025-09-13 03:59:00.882157,Credit Card,Contact Center,2,fees too high,negative
R0001071,2025-09-16 03:59:00.882157,NetBanking,App,2,fees too high,negative
R0001072,2025-08-10 03:59:00.882157,Savings,Contact Center,4,good service,positive
R0001073,2025-08-01 03:59:00.882157,Mobile App,Loans,3,could be better,neutral
R0001074,2025-10-31 03:59:00.882157,NetBanking,Contact Center,2,confusing process,negative
R0001075,2025-10-03 03:59:00.882157,Credit Card,Loans,4,easy to use,positive
R0001076,2025-06-27 03:59:00.882157,Savings,Loans,2,fees too high,negative
R0001077,2025-09-11 03:59:00.882157,Mortgage,Loans,1,issue unresolved,negative
R0001078,2025-10-30 03:59:00.882157,Mobile App,Loans,4,easy to use,positive
R0001079,2025-09-06 03:59:00.882157,NetBanking,Branch,4,good service,positive
R0001080,2025-05-26 03:59:00.882157,Insurance,Loans,2,confusing process,negative
R0001081,2025-07-12 03:59:00.882157,Insurance,Cards,4,helpful staff,positive
R0001082,2025-09-27 03:59:00.882157,Insurance,App,1,issue unresolved,negative
R0001083,2025-08-10 03:59:00.882157,Savings,Cards,3,could be better,neutral
R0001084,2025-09-05 03:59:00.882157,Credit Card,Branch,1,issue unresolved,negative
R0001085,2025-07-19 03:59:00.882157,Mobile App,Loans,4,quick approval,positive
R0001086,2025-05-31 03:59:00.882157,Mobile App,Contact Center,4,quick approval,positive
R0001087,2025-09-15 03:59:00.882157,NetBanking,Branch,2,confusing process,negative
R0001088,2025-09-11 03:59:00.882157,Mobile App,App,5,super fast,positive
R0001089,2025-05-21 03:59:00.882157,Mobile App,Contact Center,5,transparent charges,positive
R0001090,2025-08-01 03:59:00.882157,Mortgage,Contact Center,3,okay service,neutral
R0001091,2025-07-17 03:59:00.882157,NetBanking,Loans,2,confusing process,negative
R0001092,2025-08-03 03:59:00.882157,Mobile App,App,1,app keeps crashing,negative
R0001093,2025-10-12 03:59:00.882157,Mortgage,App,2,fees too high,negative
R0001094,2025-06-07 03:59:00.882157,Credit Card,Contact Center,2,fees too high,negative
R0001095,2025-06-11 03:59:00.882157,Insurance,App,1,hidden fees,negative
R0001096,2025-07-13 03:59:00.882157,Mortgage,Cards,2,confusing process,negative
R0001097,2025-07-13 03:59:00.882157,Insurance,Loans,4,quick approval,positive
R0001098,2025-09-14 03:59:00.882157,Insurance,Loans,3,okay service,neutral
R0001099,2025-07-25 03:59:00.882157,Savings,Cards,5,love the app,positive
R0001100,2025-07-28 03:59:00.882157,Mortgage,Cards,1,hidden fees,negative
R0001101,2025-10-30 03:59:00.882157,Mobile App,App,5,excellent service,positive
R0001102,2025-06-12 03:59:00.882157,NetBanking,Contact Center,4,quick approval,positive
R0001103,2025-09-17 03:59:00.882157,Savings,App,5,love the app,positive
R0001104,2025-08-23 03:59:00.882157,Mobile App,Cards,4,quick approval,positive
R0001105,2025-09-20 03:59:00.882157,NetBanking,Loans,5,transparent charges,positive
R0001106,2025-05-28 03:59:00.882157,Insurance,Loans,3,okay service,neutral
R0001107,2025-08-24 03:59:00.882157,Savings,Loans,4,quick approval,positive
R0001108,2025-10-22 03:59:00.882157,Mobile App,App,1,app keeps crashing,negative
R0001109,2025-08-01 03:59:00.882157,Mobile App,Cards,1,app keeps crashing,negative
R0001110,2025-07-26 03:59:00.882157,Credit Card,Contact Center,2,confusing process,negative
R0001111,2025-10-16 03:59:00.882157,Savings,App,2,poor support,negative
R0001112,2025-09-10 03:59:00.882157,Savings,Loans,3,could be better,neutral
R0001113,2025-10-15 03:59:00.882157,Insurance,Cards,5,love the app,positive
R0001114,2025-08-07 03:59:00.882157,NetBanking,Contact Center,5,transparent charges,positive
R0001115,2025-07-11 03:59:00.882157,Insurance,Branch,4,good service,positive
R0001116,2025-05-24 03:59:00.882157,Savings,App,3,could be better,neutral
R0001117,2025-07-14 03:59:00.882157,Credit Card,Branch,4,nice experience,positive
R0001118,2025-05-26 03:59:00.882157,Credit Card,Cards,1,terrible service,negative
R0001119,2025-05-29 03:59:00.882157,NetBanking,Branch,1,terrible service,negative
R0001120,2025-08-16 03:59:00.882157,Insurance,Loans,5,super fast,positive
R0001121,2025-09-15 03:59:00.882157,Mortgage,App,2,bugs in app,negative
R0001122,2025-06-01 03:59:00.882157,Mobile App,Contact Center,2,slow response,negative
R0001123,2025-09-03 03:59:00.882157,Insurance,Loans,1,issue unresolved,negative
R0001124,2025-07-11 03:59:00.882157,Credit Card,Cards,4,easy to use,positive
R0001125,2025-08-07 03:59:00.882157,Savings,App,5,transparent charges,positive
R0001126,2025-07-18 03:59:00.882157,Credit Card,Cards,4,nice experience,positive
R0001127,2025-05-20 03:59:00.882157,Savings,Cards,2,bugs in app,negative
R0001128,2025-05-24 03:59:00.882157,Insurance,Cards,3,neutral,neutral
R0001129,2025-09-29 03:59:00.882157,Mobile App,App,2,slow response,negative
R0001130,2025-06-30 03:59:00.882157,NetBanking,Loans,4,helpful staff,positive
R0001131,2025-10-06 03:59:00.882157,Mobile App,Cards,2,confusing process,negative
R0001132,2025-08-24 03:59:00.882157,Insurance,Contact Center,2,bugs in app,negative
R0001133,2025-08-17 03:59:00.882157,Mobile App,Loans,2,confusing process,negative
R0001134,2025-05-27 03:59:00.882157,Mobile App,Cards,2,slow response,negative
R0001135,2025-05-29 03:59:00.882157,NetBanking,App,5,problem solved quickly,positive
R0001136,2025-08-08 03:59:00.882157,Mortgage,Cards,1,app keeps crashing,negative
R0001137,2025-06-01 03:59:00.882157,Mortgage,Cards,2,slow response,negative
R0001138,2025-11-04 03:59:00.882157,Mortgage,Branch,2,poor support,negative
R0001139,2025-07-28 03:59:00.882157,Savings,Branch,5,excellent service,positive
R0001140,2025-09-30 03:59:00.882157,Mortgage,Loans,5,love the app,positive
R0001141,2025-10-28 03:59:00.882157,Insurance,Branch,3,neutral,neutral
R0001142,2025-09-19 03:59:00.882157,NetBanking,App,5,problem solved quickly,positive
R0001143,2025-11-06 03:59:00.882157,Mortgage,Branch,3,average experience,neutral
R0001144,2025-09-22 03:59:00.882157,NetBanking,App,3,okay service,neutral
R0001145,2025-06-24 03:59:00.882157,Insurance,Cards,2,bugs in app,negative
R0001146,2025-10-16 03:59:00.882157,Mortgage,Loans,4,helpful staff,positive
R0001147,2025-10-09 03:59:00.882157,Mobile App,Branch,2,fees too high,negative
R0001148,2025-05-17 03:59:00.882157,Mortgage,Branch,1,hidden fees,negative
R0001149,2025-08-29 03:59:00.882157,Insurance,Loans,3,works fine,neutral
R0001150,2025-06-09 03:59:00.882157,Insurance,App,4,good service,positive
R0001151,2025-09-02 03:59:00.882157,NetBanking,App,5,excellent service,positive
R0001152,2025-08-05 03:59:00.882157,Insurance,Branch,5,love the app,positive
R0001153,2025-07-16 03:59:00.882157,Mortgage,App,5,love the app,positive
R0001154,2025-10-08 03:59:00.882157,Savings,App,4,nice experience,positive
R0001155,2025-07-08 03:59:00.882157,Insurance,Branch,5,super fast,positive
R0001156,2025-10-23 03:59:00.882157,NetBanking,Branch,5,excellent service,positive
R0001157,2025-11-10 03:59:00.882157,Savings,Branch,3,neutral,neutral
R0001158,2025-10-22 03:59:00.882157,Mortgage,Contact Center,5,transparent charges,positive
R0001159,2025-08-13 03:59:00.882157,NetBanking,Branch,4,easy to use,positive
R0001160,2025-05-26 03:59:00.882157,Savings,Contact Center,5,excellent service,positive
R0001161,2025-06-15 03:59:00.882157,Savings,Cards,2,bugs in app,negative
R0001162,2025-10-07 03:59:00.882157,Insurance,App,3,neutral,neutral
R0001163,2025-08-09 03:59:00.882157,NetBanking,Contact Center,1,hidden fees,negative
R0001164,2025-06-21 03:59:00.882157,Mortgage,Cards,2,bugs in app,negative
R0001165,2025-07-23 03:59:00.882157,Insurance,App,1,issue unresolved,negative
R0001166,2025-10-06 03:59:00.882157,Mobile App,App,4,helpful staff,positive
R0001167,2025-06-16 03:59:00.882157,Credit Card,App,1,issue unresolved,negative
R0001168,2025-08-11 03:59:00.882157,Savings,Loans,1,hidden fees,negative
R0001169,2025-09-08 03:59:00.882157,Mortgage,Loans,5,super fast,positive
R0001170,2025-09-06 03:59:00.882157,Savings,Contact Center,3,neutral,neutral
R0001171,2025-07-09 03:59:00.882157,Mortgage,Contact Center,1,issue unresolved,negative
R0001172,2025-07-26 03:59:00.882157,Insurance,App,4,good service,positive
R0001173,2025-06-11 03:59:00.882157,Credit Card,Cards,4,nice experience,positive
R0001174,2025-06-02 03:59:00.882157,Credit Card,Contact Center,4,easy to use,positive
R0001175,2025-06-28 03:59:00.882157,Credit Card,Branch,5,excellent service,positive
R0001176,2025-08-12 03:59:00.882157,Credit Card,Branch,2,confusing process,negative
R0001177,2025-06-28 03:59:00.882157,Savings,Contact Center,5,excellent service,positive
R0001178,2025-08-27 03:59:00.882157,Mortgage,Cards,5,transparent charges,positive
R0001179,2025-06-14 03:59:00.882157,Mobile App,Branch,1,app keeps crashing,negative
R0001180,2025-09-20 03:59:00.882157,Mortgage,App,3,could be better,neutral
R0001181,2025-05-19 03:59:00.882157,Savings,App,4,easy to use,positive
R0001182,2025-07-27 03:59:00.882157,NetBanking,Loans,3,okay service,neutral
R0001183,2025-05-30 03:59:00.882157,Insurance,Loans,2,confusing process,negative
R0001184,2025-07-04 03:59:00.882157,Mobile App,Loans,3,average experience,neutral
R0001185,2025-10-22 03:59:00.882157,Mobile App,Cards,3,could be better,neutral
R0001186,2025-07-28 03:59:00.882157,NetBanking,App,2,fees too high,negative
R0001187,2025-06-06 03:59:00.882157,Mobile App,Cards,2,slow response,negative
R0001188,2025-05-23 03:59:00.882157,Savings,Branch,4,good service,positive
R0001189,2025-07-14 03:59:00.882157,Credit Card,App,4,good service,positive
R0001190,2025-05-22 03:59:00.882157,NetBanking,Loans,2,slow response,negative
R0001191,2025-10-28 03:59:00.882157,Credit Card,Loans,2,poor support,negative
R0001192,2025-08-23 03:59:00.882157,Credit Card,Branch,5,excellent service,positive
R0001193,2025-10-27 03:59:00.882157,Mortgage,App,4,good service,positive
R0001194,2025-10-26 03:59:00.882157,Credit Card,Cards,4,good service,positive
R0001195,2025-10-17 03:59:00.882157,Mobile App,Cards,5,problem solved quickly,positive
R0001196,2025-07-23 03:59:00.882157,Credit Card,Branch,5,love the app,positive
R0001197,2025-08-26 03:59:00.882157,NetBanking,App,4,easy to use,positive
R0001198,2025-09-28 03:59:00.882157,NetBanking,Cards,5,excellent service,positive
R0001199,2025-06-15 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0001200,2025-09-05 03:59:00.882157,Mobile App,Loans,1,issue unresolved,negative
R0001201,2025-10-11 03:59:00.882157,Mortgage,Cards,4,good service,positive
R0001202,2025-06-21 03:59:00.882157,NetBanking,App,5,problem solved quickly,positive
R0001203,2025-09-13 03:59:00.882157,Credit Card,Cards,2,poor support,negative
R0001204,2025-06-07 03:59:00.882157,Insurance,Branch,3,works fine,neutral
R0001205,2025-05-31 03:59:00.882157,Credit Card,App,3,could be better,neutral
R0001206,2025-06-29 03:59:00.882157,Insurance,Cards,3,could be better,neutral
R0001207,2025-10-12 03:59:00.882157,NetBanking,Loans,3,could be better,neutral
R0001208,2025-07-04 03:59:00.882157,Mortgage,App,2,slow response,negative
R0001209,2025-08-20 03:59:00.882157,Savings,Contact Center,3,could be better,neutral
R0001210,2025-07-02 03:59:00.882157,Mortgage,App,1,terrible service,negative
R0001211,2025-09-27 03:59:00.882157,Mortgage,Loans,5,super fast,positive
R0001212,2025-05-25 03:59:00.882157,Insurance,App,4,easy to use,positive
R0001213,2025-09-04 03:59:00.882157,Mortgage,Branch,2,confusing process,negative
R0001214,2025-05-17 03:59:00.882157,Mobile App,Loans,3,average experience,neutral
R0001215,2025-06-21 03:59:00.882157,Mortgage,Loans,3,okay service,neutral
R0001216,2025-05-28 03:59:00.882157,NetBanking,Branch,3,could be better,neutral
R0001217,2025-07-10 03:59:00.882157,Mortgage,Contact Center,5,super fast,positive
R0001218,2025-05-19 03:59:00.882157,Insurance,App,2,poor support,negative
R0001219,2025-08-08 03:59:00.882157,NetBanking,Branch,1,issue unresolved,negative
R0001220,2025-08-13 03:59:00.882157,Mortgage,App,4,easy to use,positive
R0001221,2025-07-27 03:59:00.882157,Mortgage,App,1,app keeps crashing,negative
R0001222,2025-09-28 03:59:00.882157,NetBanking,Contact Center,1,terrible service,negative
R0001223,2025-08-25 03:59:00.882157,NetBanking,App,3,works fine,neutral
R0001224,2025-10-20 03:59:00.882157,NetBanking,Branch,2,fees too high,negative
R0001225,2025-07-06 03:59:00.882157,Credit Card,App,3,could be better,neutral
R0001226,2025-07-14 03:59:00.882157,NetBanking,App,4,nice experience,positive
R0001227,2025-06-02 03:59:00.882157,Mobile App,Contact Center,2,bugs in app,negative
R0001228,2025-08-11 03:59:00.882157,Mobile App,App,1,long wait times,negative
R0001229,2025-10-21 03:59:00.882157,Mobile App,Loans,3,okay service,neutral
R0001230,2025-10-14 03:59:00.882157,Mortgage,Cards,1,hidden fees,negative
R0001231,2025-08-18 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0001232,2025-06-26 03:59:00.882157,Credit Card,Contact Center,5,super fast,positive
R0001233,2025-07-19 03:59:00.882157,Savings,App,4,helpful staff,positive
R0001234,2025-08-19 03:59:00.882157,Savings,Branch,2,bugs in app,negative
R0001235,2025-07-18 03:59:00.882157,Credit Card,App,5,love the app,positive
R0001236,2025-07-26 03:59:00.882157,Savings,App,1,issue unresolved,negative
R0001237,2025-08-29 03:59:00.882157,Savings,Contact Center,5,love the app,positive
R0001238,2025-08-18 03:59:00.882157,Insurance,App,3,average experience,neutral
R0001239,2025-09-22 03:59:00.882157,Mortgage,Branch,1,hidden fees,negative
R0001240,2025-09-27 03:59:00.882157,Insurance,Branch,5,problem solved quickly,positive
R0001241,2025-06-28 03:59:00.882157,Insurance,Cards,4,easy to use,positive
R0001242,2025-06-30 03:59:00.882157,Credit Card,Cards,5,excellent service,positive
R0001243,2025-11-08 03:59:00.882157,Savings,App,2,bugs in app,negative
R0001244,2025-06-02 03:59:00.882157,Credit Card,Branch,1,issue unresolved,negative
R0001245,2025-06-25 03:59:00.882157,Mobile App,App,5,excellent service,positive
R0001246,2025-08-03 03:59:00.882157,Insurance,Loans,1,issue unresolved,negative
R0001247,2025-08-11 03:59:00.882157,Savings,Contact Center,4,quick approval,positive
R0001248,2025-06-21 03:59:00.882157,Mortgage,Contact Center,2,confusing process,negative
R0001249,2025-09-23 03:59:00.882157,Insurance,Branch,1,issue unresolved,negative
R0001250,2025-07-20 03:59:00.882157,Savings,Loans,2,fees too high,negative
R0001251,2025-09-02 03:59:00.882157,Mobile App,Branch,4,easy to use,positive
R0001252,2025-09-12 03:59:00.882157,Credit Card,Loans,1,terrible service,negative
R0001253,2025-06-27 03:59:00.882157,Savings,Branch,4,nice experience,positive
R0001254,2025-05-31 03:59:00.882157,Savings,Cards,4,good service,positive
R0001255,2025-05-29 03:59:00.882157,Insurance,App,2,fees too high,negative
R0001256,2025-06-07 03:59:00.882157,Savings,Contact Center,4,nice experience,positive
R0001257,2025-08-04 03:59:00.882157,Mobile App,Contact Center,4,easy to use,positive
R0001258,2025-05-22 03:59:00.882157,Mortgage,Loans,5,love the app,positive
R0001259,2025-08-28 03:59:00.882157,Mobile App,Cards,1,hidden fees,negative
R0001260,2025-09-26 03:59:00.882157,Savings,Loans,4,helpful staff,positive
R0001261,2025-09-08 03:59:00.882157,Mortgage,Cards,3,works fine,neutral
R0001262,2025-10-20 03:59:00.882157,Mobile App,Loans,3,okay service,neutral
R0001263,2025-06-12 03:59:00.882157,Mortgage,Branch,5,problem solved quickly,positive
R0001264,2025-07-10 03:59:00.882157,NetBanking,Branch,4,nice experience,positive
R0001265,2025-08-02 03:59:00.882157,Insurance,Contact Center,5,transparent charges,positive
R0001266,2025-06-21 03:59:00.882157,Savings,Loans,3,could be better,neutral
R0001267,2025-10-08 03:59:00.882157,Mortgage,Loans,1,terrible service,negative
R0001268,2025-09-09 03:59:00.882157,Credit Card,Branch,4,nice experience,positive
R0001269,2025-08-11 03:59:00.882157,Insurance,Loans,5,excellent service,positive
R0001270,2025-09-24 03:59:00.882157,Savings,Contact Center,1,long wait times,negative
R0001271,2025-08-03 03:59:00.882157,Insurance,Contact Center,5,excellent service,positive
R0001272,2025-06-02 03:59:00.882157,Credit Card,Loans,1,long wait times,negative
R0001273,2025-09-16 03:59:00.882157,Savings,Contact Center,1,app keeps crashing,negative
R0001274,2025-09-05 03:59:00.882157,Insurance,Contact Center,5,transparent charges,positive
R0001275,2025-11-07 03:59:00.882157,Insurance,Loans,3,neutral,neutral
R0001276,2025-10-15 03:59:00.882157,Mortgage,Loans,5,problem solved quickly,positive
R0001277,2025-09-27 03:59:00.882157,Mortgage,Branch,2,confusing process,negative
R0001278,2025-10-27 03:59:00.882157,Insurance,Branch,4,helpful staff,positive
R0001279,2025-11-05 03:59:00.882157,Mortgage,Cards,3,could be better,neutral
R0001280,2025-05-31 03:59:00.882157,Savings,Loans,3,neutral,neutral
R0001281,2025-06-20 03:59:00.882157,Mortgage,Cards,5,transparent charges,positive
R0001282,2025-07-28 03:59:00.882157,Savings,Loans,4,quick approval,positive
R0001283,2025-10-26 03:59:00.882157,Savings,Cards,2,confusing process,negative
R0001284,2025-06-10 03:59:00.882157,Savings,App,5,transparent charges,positive
R0001285,2025-06-16 03:59:00.882157,Savings,Loans,4,quick approval,positive
R0001286,2025-06-03 03:59:00.882157,Insurance,Contact Center,5,super fast,positive
R0001287,2025-09-15 03:59:00.882157,Mobile App,Cards,4,helpful staff,positive
R0001288,2025-09-24 03:59:00.882157,Mobile App,App,3,works fine,neutral
R0001289,2025-07-31 03:59:00.882157,Savings,App,5,transparent charges,positive
R0001290,2025-08-20 03:59:00.882157,Mobile App,Branch,2,bugs in app,negative
R0001291,2025-10-11 03:59:00.882157,Savings,App,4,helpful staff,positive
R0001292,2025-07-26 03:59:00.882157,Mobile App,Cards,2,poor support,negative
