tx_id,user_id,timestamp,amount,merchant_type,country,device,hour,is_international,label_fraud
T0003019,10358,2025-10-19 20:07:00.882157,17.79,online_sub,GB,web,8,1,0
T0003020,19714,2025-10-17 01:51:00.882157,61.32,atm_withdrawal,IN,mobile,14,0,0
T0003021,29840,2025-10-13 02:37:00.882157,8.82,luxury,IN,mobile,9,0,0
T0003022,44395,2025-10-27 18:00:00.882157,11.93,electronics,US,pos,1,1,0
T0003023,40654,2025-10-22 03:11:00.882157,30.8,electronics,IN,web,22,0,0
T0003024,35879,2025-10-24 13:58:00.882157,18.42,restaurants,GB,web,17,1,0
T0003025,25996,2025-11-01 01:02:00.882157,8.46,grocery,IN,web,6,0,0
T0003026,47772,2025-11-06 12:34:00.882157,47.4,travel,IN,web,8,0,0
T0003027,36762,2025-10-18 07:11:00.882157,14.87,fuel,IN,web,19,0,0
T0003028,23283,2025-11-03 23:59:00.882157,11.17,grocery,IN,pos,20,0,0
T0003029,49420,2025-11-08 07:31:00.882157,22.58,luxury,IN,web,20,0,0
T0003030,29554,2025-11-10 20:36:00.882157,10.61,restaurants,US,web,17,1,0
T0003031,30219,2025-10-25 00:06:00.882157,26.16,grocery,DE,web,2,1,0
T0003032,44919,2025-10-27 02:23:00.882157,18.58,restaurants,SG,web,12,1,0
T0003033,19429,2025-10-31 06:20:00.882157,15.83,online_sub,GB,mobile,9,1,0
T0003034,49673,2025-10-17 17:13:00.882157,15.93,luxury,IN,mobile,16,0,1
T0003035,29218,2025-10-27 23:48:00.882157,77.12,atm_withdrawal,IN,web,2,0,0
T0003036,22452,2025-10-31 03:02:00.882157,39.95,fuel,IN,mobile,20,0,0
T0003037,28951,2025-10-19 22:59:00.882157,4.51,travel,IN,mobile,8,0,0
T0003038,11307,2025-11-01 12:51:00.882157,68.52,luxury,SG,pos,16,1,0
T0003039,24852,2025-10-30 10:48:00.882157,46.64,travel,IN,mobile,15,0,0
T0003040,35232,2025-10-19 03:44:00.882157,43.83,travel,IN,web,5,0,0
T0003041,45428,2025-11-02 20:38:00.882157,68.88,grocery,IN,web,17,0,0
T0003042,36485,2025-11-10 08:07:00.882157,27.54,online_sub,IN,mobile,5,0,0
T0003043,20238,2025-10-27 19:47:00.882157,51.99,grocery,IN,mobile,5,0,0
T0003044,48975,2025-10-18 13:09:00.882157,16.65,electronics,US,mobile,16,1,0
T0003045,11140,2025-11-10 01:05:00.882157,66.02,electronics,IN,mobile,20,0,0
T0003046,34842,2025-11-07 11:08:00.882157,34.09,travel,US,mobile,9,1,0
T0003047,36421,2025-10-19 05:54:00.882157,6.39,online_sub,IN,mobile,1,0,0
T0003048,11708,2025-10-28 17:35:00.882157,80.5,luxury,SG,web,0,1,0
T0003049,13630,2025-10-22 11:18:00.882157,23.68,travel,AE,mobile,10,1,0
T0003050,29595,2025-10-14 16:56:00.882157,20.46,luxury,AE,pos,5,1,0
T0003051,20485,2025-11-06 21:25:00.882157,17.03,travel,IN,web,0,0,0
T0003052,38308,2025-10-23 09:35:00.882157,18.4,atm_withdrawal,IN,mobile,15,0,0
T0003053,36086,2025-10-16 05:00:00.882157,34.51,grocery,DE,mobile,8,1,0
T0003054,26859,2025-11-04 21:11:00.882157,9.61,atm_withdrawal,IN,mobile,11,0,0
T0003055,17684,2025-11-08 12:28:00.882157,5.22,travel,IN,atm,8,0,0
T0003056,35552,2025-10-14 20:17:00.882157,8.87,travel,IN,pos,12,0,0
T0003057,11207,2025-10-31 02:42:00.882157,40.48,online_sub,US,mobile,6,1,0
T0003058,11960,2025-10-26 03:29:00.882157,22.87,online_sub,IN,web,0,0,0
T0003059,10557,2025-10-23 10:47:00.882157,87.26,restaurants,GB,atm,2,1,0
T0003060,39689,2025-10-31 19:44:00.882157,25.33,luxury,US,web,23,1,1
T0003061,23893,2025-10-29 13:00:00.882157,65.67,online_sub,IN,web,2,0,1
T0003062,42272,2025-10-22 18:37:00.882157,13.1,travel,IN,mobile,23,0,0
T0003063,10882,2025-11-09 19:19:00.882157,17.17,online_sub,IN,mobile,18,0,0
T0003064,47529,2025-10-18 22:50:00.882157,27.39,online_sub,IN,web,3,0,0
T0003065,48635,2025-11-02 09:01:00.882157,23.24,fuel,IN,pos,11,0,0
T0003066,39535,2025-10-30 11:20:00.882157,21.07,fuel,IN,web,3,0,0
T0003067,22869,2025-11-11 03:35:00.882157,10.85,electronics,GB,mobile,20,1,0
T0003068,17166,2025-11-10 11:02:00.882157,5.13,grocery,US,atm,9,1,0
T0003069,22982,2025-10-12 17:48:00.882157,52.59,restaurants,IN,pos,3,0,0
T0003070,48115,2025-11-03 08:35:00.882157,46.77,restaurants,US,mobile,22,1,1
T0003071,17269,2025-11-05 06:19:00.882157,14.23,grocery,US,mobile,10,1,0
T0003072,38064,2025-10-12 04:13:00.882157,40.36,online_sub,IN,web,3,0,0
T0003073,23527,2025-10-29 05:22:00.882157,22.77,electronics,IN,mobile,10,0,0
T0003074,12454,2025-10-19 09:47:00.882157,86.62,electronics,JP,mobile,16,1,0
T0003075,30878,2025-10-13 12:05:00.882157,6.84,luxury,US,mobile,20,1,0
T0003076,22991,2025-10-19 12:35:00.882157,23.73,restaurants,GB,atm,23,1,0
T0003077,12808,2025-10-18 18:35:00.882157,21.83,fuel,IN,pos,21,0,0
T0003078,49410,2025-10-28 18:41:00.882157,32.11,electronics,AE,mobile,19,1,0
T0003079,46593,2025-10-29 14:49:00.882157,136.18,travel,US,pos,19,1,0
T0003080,46304,2025-10-21 09:19:00.882157,23.81,luxury,IN,web,12,0,0
T0003081,40386,2025-10-17 18:38:00.882157,59.16,restaurants,JP,mobile,16,1,0
T0003082,13802,2025-10-24 21:14:00.882157,23.21,online_sub,IN,pos,12,0,0
T0003083,38753,2025-11-06 08:07:00.882157,83.47,travel,IN,web,16,0,0
T0003084,31083,2025-11-07 23:02:00.882157,59.77,grocery,IN,pos,18,0,0
T0003085,28354,2025-10-17 04:42:00.882157,19.11,restaurants,GB,mobile,19,1,0
T0003086,32190,2025-10-21 01:55:00.882157,17.72,fuel,GB,web,14,1,0
T0003087,16142,2025-10-14 00:31:00.882157,45.21,travel,GB,mobile,3,1,0
T0003088,38398,2025-11-01 19:14:00.882157,13.62,online_sub,JP,mobile,17,1,0
T0003089,43132,2025-10-12 17:40:00.882157,33.12,atm_withdrawal,IN,web,10,0,0
T0003090,29503,2025-11-05 07:38:00.882157,18.66,travel,US,atm,8,1,0
T0003091,44631,2025-11-06 18:59:00.882157,39.91,travel,US,web,15,1,0
T0003092,26499,2025-10-19 04:18:00.882157,22.9,electronics,DE,mobile,23,1,0
T0003093,49852,2025-10-31 16:40:00.882157,13.1,fuel,IN,mobile,2,0,1
T0003094,18016,2025-10-25 08:08:00.882157,86.54,grocery,DE,pos,17,1,1
T0003095,12384,2025-11-06 05:19:00.882157,34.87,atm_withdrawal,IN,mobile,16,0,0
T0003096,25072,2025-11-05 06:29:00.882157,25.63,online_sub,AE,mobile,9,1,0
T0003097,46703,2025-10-22 12:57:00.882157,42.14,luxury,US,pos,4,1,0
T0003098,24482,2025-10-19 21:13:00.882157,4.69,luxury,SG,atm,23,1,1
T0003099,31826,2025-10-26 00:32:00.882157,243.4,online_sub,IN,web,14,0,0
T0003100,12490,2025-10-29 08:35:00.882157,27.82,grocery,IN,mobile,19,0,0
T0003101,35518,2025-11-02 03:31:00.882157,3.45,online_sub,IN,mobile,17,0,0
T0003102,34045,2025-10-22 03:13:00.882157,95.29,electronics,US,pos,4,1,0
T0003103,36910,2025-11-03 18:37:00.882157,12.32,atm_withdrawal,US,pos,23,1,0
T0003104,34566,2025-10-21 19:25:00.882157,81.12,luxury,JP,atm,14,1,0
T0003105,43905,2025-10-25 21:57:00.882157,30.8,restaurants,IN,web,5,0,0
T0003106,37103,2025-10-31 21:28:00.882157,5.21,luxury,IN,pos,7,0,0
T0003107,46188,2025-11-02 03:52:00.882157,35.67,restaurants,IN,mobile,2,0,0
T0003108,15845,2025-10-13 12:52:00.882157,33.02,travel,IN,mobile,4,0,0
T0003109,31162,2025-11-02 09:32:00.882157,90.86,electronics,AE,mobile,17,1,0
T0003110,46674,2025-10-27 23:16:00.882157,46.91,luxury,SG,atm,14,1,0
T0003111,29337,2025-10-19 13:20:00.882157,7.38,electronics,DE,mobile,11,1,0
T0003112,32313,2025-10-15 05:15:00.882157,77.66,atm_withdrawal,IN,mobile,18,0,0
T0003113,36943,2025-10-23 14:01:00.882157,17.55,electronics,IN,atm,6,0,0
T0003114,22413,2025-10-24 01:19:00.882157,165.05,grocery,IN,mobile,0,0,0
T0003115,10276,2025-10-14 13:55:00.882157,18.68,luxury,US,mobile,23,1,0
T0003116,27611,2025-10-22 09:38:00.882157,21.72,restaurants,DE,web,20,1,0
T0003117,49105,2025-10-17 10:23:00.882157,11.44,fuel,IN,web,1,0,0
T0003118,21944,2025-10-30 22:36:00.882157,16.06,atm_withdrawal,IN,mobile,18,0,0
T0003119,25906,2025-11-10 10:39:00.882157,12.17,restaurants,GB,atm,12,1,0
T0003120,30536,2025-10-31 11:11:00.882157,93.25,atm_withdrawal,US,mobile,19,1,1
T0003121,37810,2025-11-04 17:23:00.882157,6.7,atm_withdrawal,IN,pos,17,0,0
T0003122,22306,2025-11-03 03:02:00.882157,63.11,grocery,SG,pos,9,1,0
T0003123,20503,2025-10-28 16:00:00.882157,64.72,grocery,IN,mobile,12,0,0
T0003124,29225,2025-11-02 22:28:00.882157,115.17,atm_withdrawal,JP,pos,4,1,0
T0003125,46976,2025-10-28 21:06:00.882157,28.39,electronics,IN,mobile,22,0,0
T0003126,21590,2025-10-21 04:48:00.882157,9.23,fuel,IN,mobile,12,0,0
T0003127,20886,2025-11-10 10:50:00.882157,22.64,grocery,IN,pos,8,0,0
T0003128,22866,2025-11-05 22:47:00.882157,50.62,fuel,IN,mobile,0,0,0
T0003129,11088,2025-10-16 06:24:00.882157,29.64,luxury,IN,mobile,21,0,0
T0003130,13363,2025-10-14 21:44:00.882157,39.85,electronics,GB,mobile,5,1,0
T0003131,42792,2025-10-18 09:51:00.882157,113.7,grocery,IN,mobile,0,0,0
T0003132,19764,2025-11-02 06:19:00.882157,49.95,fuel,US,pos,17,1,0
T0003133,30620,2025-10-12 07:12:00.882157,33.39,online_sub,IN,pos,15,0,0
T0003134,22935,2025-10-13 09:13:00.882157,3.91,restaurants,IN,web,7,0,0
T0003135,18068,2025-10-12 04:15:00.882157,11.9,grocery,DE,mobile,5,1,0
T0003136,17295,2025-11-09 22:28:00.882157,17.73,grocery,SG,web,12,1,0
T0003137,21390,2025-10-14 12:44:00.882157,3.4,grocery,IN,mobile,16,0,0
T0003138,30131,2025-11-06 13:48:00.882157,8.46,fuel,IN,mobile,12,0,0
T0003139,39218,2025-11-02 23:35:00.882157,20.45,travel,US,mobile,9,1,1
T0003140,20433,2025-10-23 18:57:00.882157,24.26,atm_withdrawal,IN,mobile,5,0,0
T0003141,25038,2025-10-13 00:52:00.882157,46.11,luxury,US,web,22,1,0
T0003142,38182,2025-10-27 03:38:00.882157,21.86,restaurants,IN,atm,17,0,0
T0003143,21528,2025-11-07 01:14:00.882157,35.18,grocery,IN,web,19,0,0
T0003144,31281,2025-11-08 18:19:00.882157,17.48,online_sub,IN,web,22,0,0
T0003145,18605,2025-10-25 09:15:00.882157,28.34,online_sub,AE,mobile,12,1,0
T0003146,44782,2025-10-19 11:19:00.882157,43.53,atm_withdrawal,IN,pos,14,0,0
T0003147,11381,2025-10-22 02:46:00.882157,127.26,electronics,IN,atm,5,0,0
T0003148,11098,2025-10-15 23:12:00.882157,15.79,travel,AE,atm,10,1,0
T0003149,29810,2025-10-23 00:17:00.882157,31.54,travel,AE,mobile,7,1,1
T0003150,34322,2025-11-08 04:43:00.882157,67.53,fuel,IN,web,13,0,0
T0003151,42955,2025-11-04 00:44:00.882157,5.98,electronics,JP,web,12,1,0
T0003152,20207,2025-10-13 08:28:00.882157,220.9,restaurants,GB,mobile,21,1,0
T0003153,31793,2025-10-27 01:46:00.882157,93.5,fuel,IN,atm,1,0,0
T0003154,12092,2025-11-10 07:25:00.882157,4.49,electronics,IN,mobile,0,0,0
T0003155,38220,2025-11-04 05:20:00.882157,40.04,luxury,GB,mobile,4,1,1
T0003156,28514,2025-10-24 18:45:00.882157,14.99,travel,IN,web,10,0,0
T0003157,48010,2025-11-03 22:41:00.882157,17.86,restaurants,IN,mobile,9,0,0
T0003158,18549,2025-10-14 21:36:00.882157,39.17,luxury,US,pos,11,1,0
T0003159,32031,2025-10-26 18:15:00.882157,81.69,restaurants,IN,mobile,9,0,0
T0003160,15185,2025-11-10 13:26:00.882157,16.62,fuel,US,mobile,8,1,0
T0003161,25271,2025-10-17 05:53:00.882157,16.86,electronics,IN,web,1,0,0
T0003162,15776,2025-10-29 16:56:00.882157,40.08,travel,IN,mobile,22,0,0
T0003163,22449,2025-10-13 15:30:00.882157,49.43,travel,IN,pos,3,0,0
T0003164,34297,2025-10-28 16:32:00.882157,9.42,atm_withdrawal,IN,pos,3,0,0
T0003165,25717,2025-10-19 16:51:00.882157,165.65,restaurants,AE,mobile,20,1,0
T0003166,49233,2025-11-07 23:37:00.882157,13.8,restaurants,US,atm,5,1,0
T0003167,20350,2025-10-22 02:31:00.882157,74.66,restaurants,IN,web,11,0,0
T0003168,40622,2025-10-26 17:27:00.882157,43.57,grocery,DE,web,6,1,1
T0003169,45323,2025-11-07 05:23:00.882157,51.25,atm_withdrawal,IN,pos,21,0,0
T0003170,12951,2025-10-19 14:07:00.882157,14.08,fuel,IN,web,18,0,0
T0003171,27622,2025-10-27 00:53:00.882157,4.44,grocery,IN,mobile,1,0,1
T0003172,14727,2025-10-21 04:10:00.882157,26.51,atm_withdrawal,IN,mobile,21,0,0
T0003173,48454,2025-11-06 04:04:00.882157,26.63,restaurants,US,web,18,1,0
T0003174,46469,2025-10-31 16:18:00.882157,9.92,restaurants,IN,atm,3,0,0
T0003175,45548,2025-11-07 16:00:00.882157,71.08,travel,IN,mobile,2,0,0
T0003176,33782,2025-11-08 16:13:00.882157,25.68,fuel,IN,mobile,22,0,0
T0003177,38454,2025-10-21 06:02:00.882157,11.59,fuel,GB,web,3,1,0
T0003178,12368,2025-11-09 04:20:00.882157,50.12,luxury,JP,web,13,1,0
T0003179,25592,2025-10-26 04:07:00.882157,51.53,online_sub,SG,mobile,5,1,0
T0003180,32173,2025-10-18 12:34:00.882157,12.78,atm_withdrawal,IN,pos,5,0,0
T0003181,43204,2025-10-27 07:39:00.882157,98.99,electronics,US,pos,8,1,0
T0003182,45596,2025-11-03 04:16:00.882157,285.83,online_sub,IN,web,4,0,1
T0003183,44324,2025-10-12 16:18:00.882157,8.63,online_sub,IN,mobile,6,0,0
T0003184,33864,2025-10-28 07:51:00.882157,22.36,restaurants,SG,web,12,1,0
T0003185,40750,2025-10-13 10:14:00.882157,38.62,travel,IN,mobile,0,0,0
T0003186,20576,2025-11-02 09:05:00.882157,297.16,luxury,IN,web,23,0,0
T0003187,26566,2025-10-14 00:55:00.882157,12.55,electronics,IN,mobile,1,0,0
T0003188,17190,2025-10-29 07:23:00.882157,10.11,restaurants,IN,web,19,0,0
T0003189,33071,2025-10-20 00:19:00.882157,10.04,restaurants,IN,mobile,9,0,0
T0003190,48333,2025-10-22 00:31:00.882157,97.76,online_sub,IN,pos,22,0,0
T0003191,25369,2025-10-15 22:04:00.882157,12.89,online_sub,IN,pos,5,0,0
T0003192,34035,2025-10-14 11:52:00.882157,11.1,fuel,DE,atm,3,1,0
T0003193,11589,2025-11-09 17:31:00.882157,34.55,travel,US,mobile,7,1,0
T0003194,35235,2025-10-19 16:46:00.882157,37.47,online_sub,SG,mobile,13,1,0
T0003195,10159,2025-10-28 04:11:00.882157,83.48,electronics,AE,mobile,15,1,0
T0003196,22145,2025-10-18 14:31:00.882157,29.86,grocery,US,mobile,14,1,0
T0003197,25373,2025-10-21 09:08:00.882157,35.21,restaurants,IN,mobile,12,0,0
T0003198,41921,2025-10-30 18:33:00.882157,24.28,grocery,IN,web,11,0,0
T0003199,49323,2025-11-08 22:06:00.882157,6.89,travel,US,web,6,1,1
T0003200,26237,2025-10-27 18:58:00.882157,21.99,grocery,IN,mobile,14,0,0
T0003201,18244,2025-10-14 03:34:00.882157,28.96,fuel,IN,mobile,5,0,0
T0003202,24743,2025-10-23 15:56:00.882157,17.01,fuel,IN,web,20,0,0
T0003203,41566,2025-11-05 19:14:00.882157,5.25,electronics,AE,mobile,20,1,1
T0003204,28691,2025-11-06 02:50:00.882157,8.23,luxury,DE,pos,13,1,0
T0003205,43996,2025-11-01 08:25:00.882157,26.01,travel,IN,mobile,14,0,0
T0003206,15590,2025-11-06 06:31:00.882157,72.2,travel,IN,mobile,22,0,0
T0003207,15585,2025-10-14 02:17:00.882157,158.6,restaurants,SG,mobile,10,1,0
T0003208,19227,2025-10-15 15:25:00.882157,22.35,grocery,IN,mobile,21,0,0
T0003209,38278,2025-10-17 05:43:00.882157,12.77,online_sub,IN,pos,3,0,0
T0003210,48814,2025-11-04 02:43:00.882157,18.34,online_sub,IN,mobile,22,0,0
T0003211,22237,2025-11-09 06:34:00.882157,9.04,luxury,JP,web,4,1,0
T0003212,25649,2025-11-07 12:20:00.882157,62.0,restaurants,IN,mobile,22,0,0
T0003213,47713,2025-10-19 19:02:00.882157,255.82,online_sub,IN,web,22,0,0
T0003214,17927,2025-10-12 05:15:00.882157,13.1,luxury,IN,pos,1,0,0
T0003215,17016,2025-10-27 03:18:00.882157,7.76,atm_withdrawal,SG,pos,19,1,0
T0003216,24027,2025-10-27 17:19:00.882157,78.01,restaurants,DE,mobile,14,1,0
T0003217,34142,2025-10-29 04:20:00.882157,37.86,atm_withdrawal,IN,pos,9,0,0
T0003218,33545,2025-11-05 04:12:00.882157,38.54,electronics,DE,mobile,3,1,0
T0003219,41897,2025-11-06 08:50:00.882157,143.68,travel,IN,mobile,22,0,0
T0003220,13167,2025-11-10 10:05:00.882157,6.46,grocery,IN,web,7,0,0
T0003221,36917,2025-10-30 02:34:00.882157,6.27,electronics,DE,atm,10,1,0
T0003222,32736,2025-11-03 20:00:00.882157,22.88,fuel,IN,mobile,16,0,0
T0003223,37990,2025-11-07 04:35:00.882157,28.98,fuel,IN,pos,6,0,0
T0003224,24087,2025-10-22 14:21:00.882157,18.68,fuel,IN,mobile,10,0,0
T0003225,32440,2025-10-21 00:59:00.882157,359.17,luxury,AE,mobile,21,1,0
T0003226,45205,2025-10-29 20:14:00.882157,19.57,luxury,SG,pos,9,1,0
T0003227,25275,2025-10-30 06:31:00.882157,15.21,restaurants,JP,web,0,1,0
T0003228,15276,2025-10-15 03:04:00.882157,30.89,travel,US,mobile,7,1,0
T0003229,47496,2025-11-08 20:06:00.882157,75.15,fuel,JP,web,4,1,0
T0003230,29008,2025-10-15 23:01:00.882157,12.66,luxury,IN,pos,12,0,0
T0003231,15738,2025-10-16 01:36:00.882157,23.24,restaurants,US,web,6,1,0
T0003232,42402,2025-10-20 06:14:00.882157,77.42,luxury,AE,mobile,23,1,0
T0003233,15793,2025-11-02 23:56:00.882157,82.07,online_sub,IN,mobile,22,0,0
T0003234,47291,2025-10-20 10:56:00.882157,34.07,luxury,IN,pos,10,0,0
T0003235,15571,2025-10-26 08:14:00.882157,343.54,fuel,IN,web,11,0,1
T0003236,41331,2025-10-21 07:26:00.882157,216.95,electronics,US,web,13,1,0
T0003237,26209,2025-10-31 03:43:00.882157,6.19,fuel,IN,pos,11,0,0
T0003238,35394,2025-10-12 17:06:00.882157,4.59,restaurants,IN,mobile,0,0,1
T0003239,35682,2025-11-03 15:25:00.882157,62.52,restaurants,IN,web,5,0,0
T0003240,12224,2025-10-31 14:14:00.882157,113.71,restaurants,IN,mobile,10,0,0
T0003241,42441,2025-10-23 19:37:00.882157,21.41,online_sub,AE,mobile,10,1,1
T0003242,49129,2025-10-12 11:54:00.882157,16.0,fuel,IN,mobile,11,0,0
T0003243,44716,2025-11-08 03:16:00.882157,11.46,grocery,IN,pos,0,0,0
T0003244,36586,2025-10-16 01:39:00.882157,7.95,online_sub,GB,mobile,19,1,0
T0003245,33478,2025-10-24 22:24:00.882157,89.4,travel,SG,mobile,19,1,0
T0003246,16318,2025-10-30 16:59:00.882157,18.17,fuel,IN,mobile,23,0,0
T0003247,38694,2025-10-22 13:26:00.882157,37.22,luxury,IN,mobile,5,0,0
T0003248,30180,2025-10-31 05:14:00.882157,3.99,electronics,DE,mobile,22,1,0
T0003249,22180,2025-10-17 19:18:00.882157,77.66,fuel,IN,pos,12,0,0
T0003250,43002,2025-10-25 12:29:00.882157,50.26,electronics,DE,mobile,11,1,0
T0003251,25372,2025-11-09 18:11:00.882157,6.61,restaurants,IN,mobile,9,0,0
T0003252,39796,2025-10-27 11:44:00.882157,35.59,restaurants,IN,web,22,0,0
T0003253,34427,2025-10-31 15:40:00.882157,27.25,grocery,IN,web,6,0,0
T0003254,43290,2025-10-17 23:52:00.882157,16.9,travel,IN,web,9,0,1
T0003255,38099,2025-11-08 15:15:00.882157,1.29,luxury,JP,mobile,17,1,0
T0003256,19821,2025-10-19 00:05:00.882157,13.55,online_sub,DE,pos,5,1,0
T0003257,15832,2025-10-14 10:07:00.882157,37.25,atm_withdrawal,DE,mobile,23,1,0
T0003258,22820,2025-10-15 03:16:00.882157,15.24,atm_withdrawal,SG,web,7,1,1
T0003259,26211,2025-10-20 11:25:00.882157,21.48,online_sub,SG,mobile,19,1,0
T0003260,49890,2025-11-09 08:07:00.882157,130.53,travel,US,mobile,22,1,0
T0003261,15842,2025-10-13 23:25:00.882157,24.99,grocery,SG,pos,8,1,0
T0003262,11316,2025-10-16 07:13:00.882157,3.0,grocery,IN,mobile,15,0,0
T0003263,27508,2025-10-20 09:34:00.882157,22.33,restaurants,IN,mobile,23,0,0
T0003264,32005,2025-10-22 04:44:00.882157,30.1,fuel,US,web,1,1,0
T0003265,25206,2025-10-14 00:37:00.882157,11.4,grocery,JP,web,10,1,0
T0003266,28971,2025-11-10 11:36:00.882157,58.64,fuel,US,web,23,1,0
T0003267,35599,2025-10-30 10:23:00.882157,5.84,electronics,SG,web,18,1,0
T0003268,32056,2025-11-04 08:59:00.882157,23.46,travel,IN,web,3,0,0
T0003269,11378,2025-11-07 23:33:00.882157,5.77,electronics,GB,web,2,1,0
T0003270,11519,2025-10-14 02:45:00.882157,19.88,atm_withdrawal,DE,pos,14,1,0
T0003271,32161,2025-11-09 00:40:00.882157,57.03,electronics,IN,web,7,0,0
T0003272,48861,2025-11-09 15:27:00.882157,22.88,electronics,JP,web,3,1,0
T0003273,15355,2025-10-29 14:02:00.882157,21.52,electronics,IN,mobile,10,0,0
T0003274,19083,2025-10-26 16:53:00.882157,27.91,online_sub,US,pos,16,1,0
T0003275,48342,2025-10-14 08:09:00.882157,29.42,grocery,JP,mobile,8,1,0
T0003276,30456,2025-10-29 18:51:00.882157,56.17,travel,IN,web,0,0,0
T0003277,23324,2025-10-31 02:24:00.882157,56.53,atm_withdrawal,IN,mobile,7,0,0
T0003278,12257,2025-10-17 10:49:00.882157,120.64,atm_withdrawal,IN,web,1,0,0
T0003279,37364,2025-10-31 22:24:00.882157,32.33,travel,IN,mobile,22,0,0
T0003280,34972,2025-10-30 19:35:00.882157,4.74,atm_withdrawal,IN,web,12,0,0
T0003281,36654,2025-10-18 10:52:00.882157,66.74,atm_withdrawal,IN,mobile,0,0,0
T0003282,25233,2025-10-18 04:29:00.882157,111.87,luxury,JP,mobile,21,1,0
T0003283,25887,2025-10-24 22:14:00.882157,359.52,electronics,IN,pos,9,0,1
T0003284,39320,2025-10-31 09:16:00.882157,124.5,atm_withdrawal,IN,mobile,11,0,0
T0003285,30808,2025-10-13 02:35:00.882157,16.2,travel,DE,mobile,10,1,0
T0003286,40154,2025-10-28 01:43:00.882157,33.0,restaurants,JP,web,9,1,0
T0003287,44773,2025-10-15 16:05:00.882157,20.41,fuel,GB,atm,13,1,0
T0003288,37747,2025-10-27 16:16:00.882157,17.69,travel,US,mobile,13,1,0
T0003289,20860,2025-10-31 05:35:00.882157,24.07,restaurants,IN,mobile,7,0,0
T0003290,28156,2025-11-10 00:40:00.882157,104.59,electronics,IN,web,10,0,0
T0003291,30360,2025-11-03 15:50:00.882157,5.11,travel,IN,mobile,21,0,0
T0003292,28135,2025-10-29 08:24:00.882157,9.46,grocery,AE,mobile,8,1,0
T0003293,35351,2025-10-16 20:56:00.882157,97.56,electronics,IN,pos,14,0,0
T0003294,40499,2025-10-20 03:53:00.882157,124.75,online_sub,US,mobile,0,1,0
T0003295,33554,2025-10-28 13:37:00.882157,13.57,atm_withdrawal,IN,web,18,0,0
T0003296,29604,2025-11-07 11:46:00.882157,153.44,restaurants,IN,web,17,0,1
T0003297,26923,2025-11-01 21:05:00.882157,75.54,grocery,US,pos,11,1,0
T0003298,18547,2025-10-21 10:32:00.882157,20.47,travel,SG,atm,7,1,0
T0003299,43002,2025-11-01 07:56:00.882157,2.1,online_sub,IN,web,4,0,1
T0003300,24562,2025-10-31 00:49:00.882157,4.7,luxury,IN,web,12,0,0
T0003301,17480,2025-10-15 12:05:00.882157,13.58,atm_withdrawal,IN,web,16,0,0
T0003302,36672,2025-11-08 09:14:00.882157,60.22,grocery,IN,mobile,0,0,0
T0003303,14213,2025-11-05 16:01:00.882157,60.42,luxury,US,mobile,1,1,0
T0003304,20293,2025-10-26 00:02:00.882157,16.61,fuel,IN,atm,6,0,0
T0003305,44441,2025-10-15 07:01:00.882157,21.27,grocery,IN,mobile,1,0,0
T0003306,12100,2025-10-20 02:48:00.882157,26.2,online_sub,JP,mobile,21,1,0
T0003307,38172,2025-11-08 04:00:00.882157,21.55,luxury,IN,pos,3,0,0
T0003308,30132,2025-10-26 09:12:00.882157,32.2,fuel,IN,web,12,0,0
T0003309,28199,2025-10-17 09:36:00.882157,26.27,atm_withdrawal,IN,mobile,13,0,0
T0003310,46609,2025-10-31 20:05:00.882157,4.67,luxury,IN,mobile,19,0,1
T0003311,18016,2025-10-19 23:45:00.882157,21.8,travel,IN,mobile,2,0,0
T0003312,49779,2025-10-30 07:11:00.882157,26.48,electronics,US,pos,8,1,0
T0003313,47261,2025-10-31 19:29:00.882157,76.65,atm_withdrawal,US,atm,17,1,0
T0003314,41881,2025-10-24 11:23:00.882157,11.33,luxury,IN,mobile,15,0,0
T0003315,27058,2025-10-12 18:53:00.882157,33.59,travel,US,pos,18,1,0
T0003316,34472,2025-11-02 14:20:00.882157,48.96,electronics,IN,mobile,19,0,0
T0003317,44926,2025-10-13 00:47:00.882157,23.2,electronics,IN,web,8,0,0
T0003318,44832,2025-10-21 20:13:00.882157,4.3,online_sub,SG,mobile,18,1,0
T0003319,46021,2025-10-23 18:20:00.882157,78.3,restaurants,IN,web,5,0,0
T0003320,34087,2025-11-02 09:39:00.882157,59.41,fuel,IN,mobile,11,0,0
T0003321,22828,2025-10-12 17:01:00.882157,34.47,restaurants,JP,mobile,14,1,0
T0003322,41128,2025-10-20 08:25:00.882157,28.29,atm_withdrawal,IN,mobile,20,0,0
T0003323,11401,2025-11-02 07:18:00.882157,4.18,fuel,IN,mobile,5,0,1
T0003324,29643,2025-10-31 15:35:00.882157,61.15,grocery,GB,atm,4,1,0
T0003325,25193,2025-11-04 09:57:00.882157,129.12,travel,GB,atm,13,1,0
T0003326,36853,2025-10-28 19:25:00.882157,8.42,online_sub,SG,pos,18,1,0
T0003327,30307,2025-10-18 20:07:00.882157,111.3,luxury,IN,mobile,17,0,1
T0003328,46982,2025-11-01 15:20:00.882157,88.95,travel,IN,mobile,12,0,0
T0003329,29611,2025-11-09 21:15:00.882157,8.16,luxury,IN,mobile,8,0,0
T0003330,21950,2025-11-09 04:34:00.882157,17.92,restaurants,IN,mobile,19,0,0
